Statistiche Fantacalcio Stagione 2021 22  Italia;;;;;;;;;;;;;;;;
Id;R;Nome;Squadra;Pv;Mv;Mf;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au
5483;D;Schnegg;Venezia;3;5,5;5,5;0;0;0;0;0;0;0;1;0;0
5701;D;Obert;Cagliari;4;5,88;5,88;0;0;0;0;0;0;0;0;0;0
5739;D;De Winter;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
5773;D;Ullmann;Venezia;4;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5820;D;Bertola;Spezia;1;6,5;6,5;0;0;0;0;0;0;0;0;0;0
645;C;Milinkovic-Savic;Lazio;37;6,43;7,51;11;0;0;0;0;0;10;4;1;0
2077;C;Pasalic;Atalanta;33;6,2;7,52;13;0;0;0;0;0;6;3;0;0
2172;C;Barak;Verona;29;6,34;7,52;11;0;0;4;4;0;3;4;0;0
704;C;Perisic;Inter;35;6,5;7,3;8;0;0;1;1;0;6;4;0;0
2194;C;Calhanoglu;Inter;33;6,27;7,11;7;0;0;3;3;0;12;11;0;0
2775;C;Ruiz;Napoli;31;6,32;7,1;7;0;0;0;0;0;4;2;0;0
530;C;Pellegrini Lo.;Roma;27;6,35;7,2;9;0;0;3;2;1;3;6;1;0
632;C;Zaccagni;Lazio;30;6,25;6,88;6;0;0;1;1;0;4;6;0;0
1870;C;Barella;Inter;36;6,49;6,92;3;0;0;0;0;0;11;9;0;0
5451;C;Bajrami;Empoli;34;6,19;6,82;6;0;0;3;3;0;5;3;0;0
332;C;Candreva;Sampdoria;36;6,21;6,88;7;0;0;2;1;1;10;6;1;0
335;C;Felipe Anderson;Lazio;38;6,01;6,67;6;0;0;0;0;0;8;2;0;0
376;C;Verdi;Salernitana;17;6,12;7,12;6;0;0;1;1;0;0;3;0;0
152;C;Zielinski;Napoli;34;6,07;6,74;6;0;0;0;0;0;5;1;0;0
1980;C;Aramu;Venezia;32;6,11;6,73;7;0;0;4;3;1;5;6;0;0
2857;C;Traore' Hj.;Sassuolo;28;6,23;6,96;7;0;0;0;0;0;1;3;0;0
2085;C;Luis Alberto;Lazio;34;6,1;6,76;5;0;0;0;0;0;10;5;0;0
2529;C;Mkhitaryan;Roma;31;6,23;6,84;5;0;0;0;0;0;6;2;1;0
4427;C;Malinovskyi;Atalanta;30;6,03;6,63;6;0;0;0;0;0;5;10;0;0
4449;C;Tonali;Milan;34;6,41;6,78;5;0;0;0;0;0;2;9;0;0
150;C;Saponara;Fiorentina;24;6,27;6,75;3;0;0;0;0;0;3;1;0;0
4890;C;Tameze;Verona;36;6,28;6,61;4;0;0;0;0;0;2;4;0;0
5685;C;Koopmeiners;Atalanta;28;6,27;6,59;4;0;0;0;0;0;1;4;0;1
1850;C;Kessie';Milan;30;6,05;6,52;6;0;0;3;2;1;0;2;0;0
2167;C;Orsolini;Bologna;26;6,04;6,81;6;0;0;2;2;0;3;2;0;0
4376;C;Zurkowski;Empoli;33;6,09;6,62;6;0;0;0;0;0;2;5;0;0
5298;C;Pobega;Torino;31;6,31;6,55;4;0;0;0;0;0;1;11;0;0
2215;C;Veretout;Roma;35;6,03;6,43;4;0;0;2;1;1;8;6;0;0
4970;C;Messias;Milan;26;5,94;6,56;5;0;0;0;0;0;2;2;0;0
236;C;Lazovic;Verona;34;6,21;6,47;1;0;0;0;0;0;7;2;0;0
265;C;Brozovic;Inter;35;6,4;6,5;2;0;0;0;0;0;1;7;0;0
367;C;Bonaventura;Fiorentina;31;6,06;6,45;4;0;0;0;0;0;4;6;1;0
467;C;Nainggolan;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
1972;C;Torreira;Fiorentina;30;6,2;6,57;5;0;0;0;0;0;1;8;1;0
4886;C;Pereiro;Cagliari;18;5,86;6,64;4;0;0;0;0;0;2;1;0;0
827;C;Locatelli;Juventus;29;6,12;6,43;3;0;0;0;0;0;3;6;0;0
1987;C;Jankto;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;C;Chiesa;Juventus;14;6,25;6,82;2;0;0;0;0;0;2;0;0;0
2009;C;Lukic;Torino;35;6,2;6,6;5;0;0;3;3;0;4;10;0;0
2848;C;Frattesi;Sassuolo;36;6,17;6,44;4;0;0;0;0;0;3;6;0;1
4479;C;Elmas;Napoli;32;6,12;6,5;3;0;0;0;0;0;4;3;0;0
4825;C;Diaz B.;Milan;29;5,95;6,29;3;0;0;0;0;0;3;4;0;0
5119;C;Samardzic;Udinese;13;6,08;6,69;2;0;0;0;0;0;2;0;0;0
302;C;Pereyra;Udinese;23;6,02;6,28;3;0;0;2;1;1;5;8;1;0
2744;C;Svanberg;Bologna;35;5,99;6,23;3;0;0;0;0;0;3;7;0;0
2818;C;Bennacer;Milan;29;6,28;6,41;2;0;0;0;0;0;1;7;0;0
4287;C;Lobotka;Napoli;21;6,38;6,48;1;0;0;0;0;0;0;2;0;0
4658;C;Ikone';Fiorentina;15;5,83;6,07;1;0;0;0;0;0;1;1;0;0
4973;C;Mckennie;Juventus;19;6,05;6,5;3;0;0;0;0;0;0;1;0;0
4988;C;Maggiore;Spezia;35;6,01;6,14;2;0;0;0;0;0;3;9;0;0
5759;C;Oliveira;Roma;13;5,85;6,12;2;0;0;1;1;0;0;5;0;0
801;C;Gagliardini;Inter;15;6,1;6,57;2;0;0;0;0;0;2;2;0;0
2065;C;Praet;Torino;23;6,11;6,39;2;0;0;0;0;0;2;3;0;0
2432;C;Zakaria;Juventus;9;5,83;6,22;1;0;0;0;0;0;1;1;0;0
2833;C;Kulusevski;Juventus;15;6;6,37;1;0;0;0;0;0;3;1;0;0
2839;C;Sottil;Fiorentina;22;5,95;6,36;3;0;0;0;0;0;2;2;1;0
4515;C;Agudelo;Spezia;23;5,96;6,33;3;0;0;0;0;0;1;1;1;0
4681;C;Lopez M.;Sassuolo;34;6,13;6,15;2;0;0;0;0;0;1;14;0;0
4892;C;Saelemaekers;Milan;34;5,97;6,12;1;0;0;0;0;0;3;2;0;0
5007;C;Ilic;Verona;32;6;6,02;1;0;0;0;0;0;3;5;1;1
5457;C;Maleh;Fiorentina;23;5,98;6,17;2;0;0;0;0;0;1;5;0;0
5486;C;Crnigoj;Venezia;32;5,92;6,19;3;0;0;0;0;0;1;3;0;0
22;C;De Roon;Atalanta;30;6,05;6,23;3;0;0;0;0;0;0;5;1;0
333;C;Cataldi;Lazio;30;6;6,05;1;0;0;0;0;0;2;7;0;0
526;C;Duncan;Fiorentina;31;5,95;6,16;2;0;0;0;0;0;2;3;0;0
1871;C;Deiola;Cagliari;31;5,65;5,98;4;0;0;0;0;0;1;5;0;0
2414;C;Vidal;Inter;24;6;6,12;1;0;0;0;0;0;1;3;0;0
2625;C;Soriano;Bologna;35;5,87;5,87;0;0;0;0;0;0;4;4;2;0
4220;C;Zambo Anguissa;Napoli;23;6,37;6,3;0;0;0;0;0;0;1;5;0;0
4498;C;Henderson L.;Empoli;32;5,94;6,16;2;0;0;0;0;0;3;4;0;0
4693;C;Amiri;Genoa;12;5,96;6,04;0;0;0;0;0;0;1;0;0;0
5001;C;Miranchuk;Atalanta;18;5,86;6,42;2;0;0;0;0;0;4;0;0;0
5788;C;Sabiri;Sampdoria;13;6,15;6,88;3;0;0;0;0;0;2;3;0;0
5792;C;Ederson D.s.;Salernitana;15;6,1;6,4;2;0;0;0;0;0;1;5;0;0
148;C;Krunic;Milan;23;6,15;6,17;0;0;0;0;0;0;1;2;0;0
779;C;Cristante;Roma;34;6;5,99;2;0;0;0;0;0;0;9;0;1
2253;C;Bandinelli;Empoli;33;5,88;6;2;0;0;0;0;0;3;10;0;0
2766;C;Zaniolo;Roma;28;5,96;5,98;2;0;0;0;0;0;1;9;2;0
2778;C;Stulac;Empoli;21;5,95;6,31;2;0;0;0;0;0;2;1;0;0
4393;C;Schouten;Bologna;17;6;6,12;1;0;0;0;0;0;1;2;1;0
4404;C;Thorsby;Sampdoria;35;5,77;5,91;3;0;0;0;0;0;1;10;0;0
4965;C;Marin;Cagliari;36;5,86;5,92;0;0;0;0;0;0;5;4;1;0
5329;C;Makengo;Udinese;33;5,95;6,03;1;0;0;0;0;0;3;5;1;0
5719;C;Asllani;Empoli;18;6,06;6,22;1;0;0;0;0;0;1;2;0;0
1978;C;Sensi;Sampdoria;15;5,8;5,97;1;0;0;0;0;0;0;1;0;0
1995;C;Djuricic;Sassuolo;10;6,15;6,8;2;0;0;0;0;0;1;1;0;0
2121;C;Melegoni;Genoa;22;5,8;5,91;1;0;0;0;0;0;0;1;0;0
2144;C;Coulibaly M.;Salernitana;12;6,12;6,58;2;0;0;0;0;0;0;1;0;0
2166;C;Bentancur;Juventus;17;5,94;5,97;0;0;0;0;0;0;1;1;0;0
2741;C;Pessina;Atalanta;24;5,88;6,04;1;0;0;0;0;0;1;0;0;0
4377;C;Castrovilli;Fiorentina;23;6,04;6,13;1;0;0;0;0;0;1;4;0;0
4522;C;Amrabat;Fiorentina;18;6,06;6,08;1;0;0;0;0;0;0;6;0;0
5800;C;Gudmundsson A.;Genoa;11;5,68;5,82;1;0;0;0;0;0;0;3;0;0
27;C;Grassi;Cagliari;28;5,98;5,91;0;0;0;0;0;0;1;4;1;0
184;C;Bernardeschi;Juventus;27;5,89;6,02;1;0;0;0;0;0;3;5;0;0
2117;C;Kastanos;Salernitana;25;5,78;5,82;1;0;0;0;0;0;1;4;1;0
2392;C;Walace;Udinese;35;5,9;5,87;1;0;0;0;0;0;0;6;1;0
4370;C;Portanova;Genoa;23;5,93;5,98;1;0;0;0;0;0;0;4;0;0
4415;C;Skov Olsen;Bologna;16;5,72;5,84;0;0;0;0;0;0;2;0;0;0
4459;C;Rovella;Genoa;20;6,12;6,15;0;0;0;0;0;0;3;5;0;0
4869;C;Dominguez;Bologna;27;6,15;6,11;0;0;0;0;0;0;3;8;0;0
5287;C;Arslan;Udinese;29;5,98;5,93;1;0;0;0;0;0;0;9;0;0
5397;C;Kovalenko;Spezia;22;5,77;5,98;1;0;0;0;0;0;3;4;0;0
5453;C;Ricci S.;Torino;30;6,03;6,1;1;0;0;0;0;0;1;2;1;0
170;C;Badelj;Genoa;34;5,81;5,84;1;0;0;0;0;0;0;4;0;0
237;C;Perotti;Salernitana;9;5,61;5,28;0;0;0;1;0;1;0;1;0;0
406;C;Callejon;Fiorentina;25;5,74;5,94;1;0;0;0;0;0;2;0;0;0
788;C;Freuler;Atalanta;29;5,95;5,84;1;0;0;0;0;0;1;10;0;1
1933;C;Mandragora;Torino;18;6,17;6,08;0;0;0;0;0;0;2;5;1;0
2011;C;Miguel Veloso;Verona;21;6;5,98;0;0;0;0;0;0;3;5;1;0
2076;C;Rog;Cagliari;8;5,62;5,75;0;0;0;0;0;0;1;0;0;0
4514;C;Nandez;Cagliari;20;6;6;0;0;0;0;0;0;2;4;0;0
5422;C;Zalewski;Roma;13;5,92;5,88;0;0;0;0;0;0;0;1;0;0
5504;C;Coulibaly L.;Salernitana;31;5,79;5,74;0;0;0;0;0;0;0;3;0;0
5507;C;Busio;Venezia;28;5,88;5,88;1;0;0;0;0;0;1;8;0;0
5791;C;Frendrup;Genoa;10;5,9;5,85;0;0;0;0;0;0;0;1;0;0
238;C;Rincon;Sampdoria;21;5,76;5,64;0;0;0;0;0;0;0;5;0;0
272;C;Medel;Bologna;33;6,03;5,91;0;0;0;0;0;0;1;8;1;0
2209;C;Lucas Leiva;Lazio;32;5,83;5,69;0;0;0;0;0;0;0;9;0;0
2379;C;Rabiot;Juventus;29;5,62;5,6;0;0;0;0;0;0;2;5;0;0
4384;C;Jagiello;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
4701;C;Cuisance;Venezia;13;5,69;5,62;0;0;0;0;0;0;0;2;0;0
5490;C;Peretz;Venezia;14;5,86;5,89;0;0;0;0;0;0;1;2;0;0
5499;C;Hongla;Verona;13;5,73;5,85;1;0;0;0;0;0;0;3;0;0
5511;C;Matheus Henrique;Sassuolo;20;5,82;5,75;0;0;0;0;0;0;0;3;0;0
5674;C;Basic;Lazio;20;5,88;5,9;0;0;0;0;0;0;2;3;0;0
5784;C;Aebischer;Bologna;8;5,88;5,81;0;0;0;0;0;0;0;1;0;0
5798;C;Bohinen;Salernitana;10;6;5,85;0;0;0;0;0;0;1;5;0;0
181;C;Vecino;Inter;10;5,95;6,2;1;0;0;0;0;0;0;2;0;0
264;C;Bessa;Verona;18;5,81;5,89;1;0;0;0;0;0;1;3;1;0
305;C;Sturaro;Genoa;25;5,64;5,42;0;0;0;0;0;0;0;11;0;0
434;C;Jajalo;Udinese;12;5,79;5,79;0;0;0;0;0;0;1;2;0;0
556;C;Baselli;Cagliari;12;5,79;5,83;0;0;0;0;0;0;1;1;0;0
557;C;Benassi;Empoli;14;5,71;5,68;0;0;0;0;0;0;0;2;0;0
2154;C;Vignato;Bologna;17;5,88;5,88;0;0;0;0;0;0;1;2;0;0
2391;C;Ekdal;Sampdoria;25;5,8;5,7;1;0;0;0;0;0;0;9;1;0
2703;C;Adrien Silva;Sampdoria;15;5,7;5,6;0;0;0;0;0;0;1;3;1;0
2855;C;Vieira;Sampdoria;11;5,77;5,64;0;0;0;0;0;0;0;3;0;0
4285;C;Arthur;Juventus;15;5,93;5,83;0;0;0;0;0;0;0;3;0;0
4725;C;Demme;Napoli;13;5,96;6,04;1;0;0;0;0;0;0;4;0;0
5470;C;Schiavone;Salernitana;11;5,77;6;1;0;0;0;0;0;0;1;0;0
5488;C;Fiordilino;Venezia;13;5,77;5,69;0;0;0;0;0;0;0;2;0;0
5491;C;Taugourdeau;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5508;C;Vacca;Venezia;21;5,98;5,86;0;0;0;0;0;0;0;5;0;0
5705;C;Galdames;Genoa;18;5,53;5,47;0;0;0;0;0;0;0;2;0;0
560;C;Obi;Salernitana;20;5,72;5,68;0;0;0;0;0;0;1;4;0;0
2107;C;Kiyine;Venezia;26;5,77;5,6;1;0;0;1;0;1;0;7;1;0
2161;C;Haas;Empoli;16;5,84;5,88;0;0;0;0;0;0;2;3;0;0
2334;C;Leris;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
2825;C;Bourabia;Spezia;8;5,94;6,25;1;0;0;0;0;0;0;1;0;0
4411;C;Agoume;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
4894;C;Haraslin;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4978;C;Damsgaard;Sampdoria;9;5,72;5,67;0;0;0;0;0;0;0;1;0;0
5462;C;Ciervo;Sassuolo;7;5,86;6;0;0;0;0;0;0;1;0;0;0
5468;C;Cavion;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5813;C;Miretti;Juventus;4;6;6;0;0;0;0;0;0;0;0;0;0
173;C;Capezzi;Salernitana;4;5,62;5,62;0;0;0;0;0;0;0;0;0;0
440;C;Viola;Bologna;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
528;C;Magnanelli;Sassuolo;5;5,8;5,8;0;0;0;0;0;0;0;1;0;0
600;C;Verre;Empoli;16;5,62;5,56;0;0;0;0;0;0;1;2;1;0
644;C;Pulgar;Fiorentina;4;5,88;5,88;0;0;0;0;0;0;1;2;0;0
2008;C;Linetty;Torino;16;5,81;5,75;0;0;0;0;0;0;0;2;0;0
2286;C;Crociata;Empoli;1;6;6;0;0;0;0;0;0;0;0;0;0
2302;C;Behrami;Genoa;8;5,69;5,5;0;0;0;0;0;0;0;3;0;0
2472;C;Ramsey;Juventus;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0
2639;C;Bakayoko;Milan;11;5,64;5,55;0;0;0;0;0;0;0;3;0;0
2692;C;Castillejo;Milan;4;6,12;6;0;0;0;0;0;0;0;1;0;0
4385;C;Lazaro;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
4389;C;Anderson A.;Lazio;3;6;5,83;0;0;0;0;0;0;0;1;0;0
4423;C;Hernani;Genoa;14;5,43;5,43;0;0;0;0;0;0;0;0;0;0
4921;C;Askildsen;Sampdoria;15;5,8;5,5;0;0;0;0;0;0;0;5;0;1
5423;C;Bove;Roma;2;6,5;8;1;0;0;0;0;0;0;0;0;0
5487;C;Heymans;Venezia;6;5,83;5,67;0;0;0;0;0;0;1;4;0;0
5492;C;Tessmann;Venezia;18;5,67;5,58;0;0;0;0;0;0;0;1;1;0
5501;C;Sigurdsson A.;Venezia;6;5,75;5,75;0;0;0;0;0;0;0;0;0;0
5510;C;Romero L.;Lazio;2;6;6;0;0;0;0;0;0;0;0;0;0
5688;C;Harroui;Sassuolo;10;5,65;5,55;0;0;0;0;0;0;0;2;0;0
5722;C;Nguiamba;Spezia;2;6;5,75;0;0;0;0;0;0;0;1;0;0
58;C;Diawara;Roma;3;5,5;5,5;0;0;0;0;0;0;0;0;0;0
400;C;Dezi;Venezia;1;6;6;0;0;0;0;0;0;0;0;0;0
470;C;Strootman;Cagliari;9;5,67;5,44;0;0;0;0;0;0;0;4;0;0
2213;C;Cassata;Genoa;0;0;0;0;0;0;0;0;0;0;0;0;0
2835;C;Kingsley;Bologna;2;5,5;5,5;0;0;0;0;0;0;0;0;0;0
4327;C;Oliva;Cagliari;1;6;6;0;0;0;0;0;0;0;0;0;0
4465;C;Fagioli;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4501;C;Obiang;Sassuolo;0;0;0;0;0;0;0;0;0;0;0;0;0
4885;C;Villar;Roma;0;0;0;0;0;0;0;0;0;0;0;0;0
4896;C;Maldini;Milan;3;6,17;7;1;0;0;0;0;0;0;1;0;0
4919;C;Baldursson;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
4935;C;Ladinetti;Cagliari;0;0;0;0;0;0;0;0;0;0;0;0;0
4953;C;Palumbo;Juventus;0;0;0;0;0;0;0;0;0;0;0;0;0
4975;C;Escalante;Lazio;0;0;0;0;0;0;0;0;0;0;0;0;0
4995;C;Segre;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
5286;C;Akpa Akpro;Lazio;6;5,33;5,25;0;0;0;0;0;0;0;1;0;0
5312;C;Leo' Sena;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5346;C;Rojas;Bologna;0;0;0;0;0;0;0;0;0;0;0;0;0
5420;C;Darboe;Roma;1;6;6;0;0;0;0;0;0;0;0;0;0
5444;C;Cortinovis;Atalanta;0;0;0;0;0;0;0;0;0;0;0;0;0
5452;C;Damiani;Empoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5467;C;Boultam;Salernitana;0;0;0;0;0;0;0;0;0;0;0;0;0
5469;C;Di Tacchio;Salernitana;16;5,59;5,38;0;0;0;0;0;0;0;3;0;1
5476;C;Kornvig;Spezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5485;C;Bjarkason;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5489;C;Pecile;Venezia;0;0;0;0;0;0;0;0;0;0;0;0;0
5516;C;Bianco;Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5517;C;Yepes;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5519;C;Sher;Spezia;1;6;6;0;0;0;0;0;0;0;0;0;0
5684;C;Toure' A.;Genoa;7;5,43;5,36;0;0;0;0;0;0;0;1;0;0
5689;C;Ihattaren;Sampdoria;0;0;0;0;0;0;0;0;0;0;0;0;0
5725;C;Kone B.;Torino;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5735;C;Volpato;Roma;1;7;10;1;0;0;0;0;0;0;0;0;0
5789;C;Praszelik;Verona;1;6;6;0;0;0;0;0;0;0;0;0;0
785;A;Immobile;Lazio;31;6,53;8,95;27;0;0;9;7;2;2;4;0;0
2531;A;Lukaku;Inter;0;0;0;0;0;0;0;0;0;0;0;0;0
2610;A;Ronaldo;Juventus;1;6;5,5;0;0;0;0;0;0;0;1;0;0
531;A;Berardi;Sassuolo;33;6,67;8,29;15;0;0;6;6;0;13;9;0;0
2841;A;Vlahovic;Juventus;36;6,35;8,29;24;0;0;6;5;1;3;4;0;0
2764;A;Martinez L.;Inter;33;6,33;7,97;21;0;0;6;3;3;3;6;0;0
4661;A;Osimhen;Napoli;27;6,44;7,94;14;0;0;0;0;0;2;5;1;0
4510;A;Rafael Leao;Milan;34;6,59;7,79;11;0;0;0;0;0;10;4;0;0
410;A;Mertens;Napoli;24;6,46;7,85;11;0;0;1;1;0;1;2;0;0
1958;A;Caprari;Verona;34;6,5;7,71;12;0;0;2;2;0;7;4;0;0
2119;A;Deulofeu;Udinese;34;6,47;7,63;13;0;0;1;1;0;5;9;0;0
2137;A;Scamacca;Sassuolo;32;6,17;7,56;16;0;0;1;1;0;0;7;0;0
507;A;Muriel;Atalanta;26;6,19;7,52;9;0;0;2;2;0;8;1;0;0
608;A;Zapata D.;Atalanta;24;6,4;7,75;10;0;0;3;3;0;4;3;0;0
2061;A;Simeone;Verona;35;6,17;7,54;17;0;0;1;0;1;4;8;0;0
2544;A;Abraham;Roma;37;6,26;7,62;17;0;0;3;3;0;4;9;0;0
647;A;Dzeko;Inter;35;6,27;7,53;13;0;0;0;0;0;6;2;0;0
4200;A;Giroud;Milan;29;6,16;7,33;11;0;0;2;2;0;3;4;0;0
309;A;Dybala;Juventus;28;6,32;7,41;10;0;0;2;1;1;5;3;0;0
4268;A;Arnautovic;Bologna;32;6,31;7,47;14;0;0;3;2;1;1;6;0;0
409;A;Insigne;Napoli;32;6,31;7,19;11;0;0;13;9;4;8;2;0;0
441;A;Belotti;Torino;22;6,18;7,3;8;0;0;3;3;0;1;1;0;0
1874;A;Joao Pedro;Cagliari;37;6,05;7,01;13;0;0;4;3;1;4;9;0;0
2038;A;Pinamonti;Empoli;36;6,07;7,12;13;0;0;4;4;0;1;4;0;0
215;A;Verde;Spezia;33;6,2;6,98;8;0;0;2;1;1;6;2;0;0
472;A;Destro;Genoa;27;5,93;6,89;9;0;0;0;0;0;1;4;0;0
2489;A;Pedro;Lazio;32;6,2;7,09;9;0;0;0;0;0;4;5;0;0
2530;A;Ibrahimovic;Milan;18;6,39;7,5;8;0;0;1;0;1;2;2;0;1
4179;A;Gonzalez N.;Fiorentina;33;6,3;7,06;7;0;0;3;3;0;6;2;1;0
505;A;Bonazzoli;Salernitana;31;6,21;7,08;10;0;0;2;2;0;0;6;0;0
2719;A;Barrow;Bologna;33;6;6,73;6;0;0;0;0;0;6;0;0;0
4184;A;Brekalo;Torino;31;6,15;6,87;7;0;0;0;0;0;2;1;0;0
313;A;Morata;Juventus;35;6,03;6,84;9;0;0;1;1;0;4;5;0;0
2819;A;Caputo;Sampdoria;38;5,89;6,78;11;0;0;1;0;1;4;1;0;0
4371;A;Raspadori;Sassuolo;36;6,06;6,88;10;0;0;0;0;0;4;7;1;0
5694;A;Beto;Udinese;28;6,07;7,23;11;0;0;0;0;0;0;1;0;0
5786;A;Cabral;Fiorentina;12;5,92;6,46;2;0;0;0;0;0;1;1;0;0
495;A;Correa;Inter;26;6,08;6,77;6;0;0;0;0;0;1;2;0;0
4517;A;Lozano;Napoli;29;6,09;6,72;5;0;0;0;0;0;5;3;0;0
5676;A;Success;Udinese;19;6,13;6,68;2;0;0;0;0;0;6;1;1;0
2475;A;Sanchez;Inter;22;6,07;6,84;5;0;0;0;0;0;2;0;0;0
479;A;Sanabria;Torino;25;6,1;6,8;6;0;0;0;0;0;1;3;0;0
1857;A;Di Francesco F.;Empoli;25;6,04;6,6;5;0;0;0;0;0;0;2;0;0
5529;A;Henry;Venezia;31;5,97;6,68;9;0;0;0;0;0;2;4;1;2
5471;A;Djuric;Salernitana;32;6,03;6,53;5;0;0;1;1;0;4;6;0;0
407;A;Gabbiadini;Sampdoria;16;6,16;7,31;6;0;0;0;0;0;2;3;0;0
536;A;Politano;Napoli;31;6,11;6,48;3;0;0;0;0;0;4;3;0;0
652;A;Kalinic;Verona;13;6,08;6,88;4;0;0;0;0;0;1;3;1;0
2097;A;Kean;Juventus;25;5,86;6,46;5;0;0;0;0;0;2;5;0;0
5311;A;Shomurodov;Roma;20;6;6,62;3;0;0;0;0;0;4;2;0;0
5515;A;Okereke;Venezia;29;5,91;6,52;7;0;0;0;0;0;0;5;1;0
177;A;Ilicic;Atalanta;17;6,32;6,82;3;0;0;1;0;1;3;1;0;0
186;A;Rebic;Milan;22;6,05;6,36;2;0;0;0;0;0;2;2;0;0
5292;A;Lammers;Atalanta;1;6;6;0;0;0;0;0;0;0;0;0;0
247;A;Pavoletti;Cagliari;28;5,8;6,23;5;0;0;0;0;0;1;9;0;0
568;A;Quagliarella;Sampdoria;30;5,78;6,22;4;0;0;1;1;0;2;2;0;0
2756;A;Piatek;Fiorentina;13;5,81;6,27;3;0;0;1;0;1;0;0;0;0
2826;A;Pussetto;Udinese;25;5,9;6,4;4;0;0;1;1;0;2;4;0;0
4324;A;Okaka;Udinese;1;6,5;6,5;0;0;0;0;0;0;0;1;0;0
90;A;Lasagna;Verona;26;5,87;6,19;2;0;0;0;0;0;3;1;0;0
4477;A;La Mantia;Empoli;13;6,04;6,5;2;0;0;0;0;0;0;0;0;0
383;A;Petagna;Napoli;14;6,04;6,71;3;0;0;0;0;0;1;1;0;0
649;A;Manaj;Spezia;29;5,79;6,05;5;0;0;3;2;1;0;9;0;0
795;A;El Shaarawy;Roma;24;5,9;6,25;3;0;0;0;0;0;0;1;0;0
1998;A;Pjaca;Torino;20;5,85;6,3;3;0;0;0;0;0;0;0;0;0
4992;A;Gyasi;Spezia;36;5,82;6,12;6;0;0;0;0;0;0;10;0;1
5797;A;Nsame;Venezia;10;5,75;5,85;0;0;0;0;0;0;1;0;0;0
311;A;Llorente;Udinese;0;0;0;0;0;0;0;0;0;0;0;0;0
345;A;Keita B.;Cagliari;20;5,8;6,25;3;0;0;0;0;0;1;2;0;0
643;A;Defrel;Sassuolo;31;5,84;6,06;2;0;0;0;0;0;2;3;0;0
2155;A;Cutrone;Empoli;24;5,88;6,23;3;0;0;0;0;0;0;1;0;0
2409;A;Ribery;Salernitana;23;6;6,02;0;0;0;0;0;0;2;3;0;0
5755;A;Yeboah;Genoa;17;5,68;5,68;0;0;0;0;0;0;1;2;0;0
537;A;Sansone;Bologna;23;5,98;6,26;2;0;0;0;0;0;3;6;0;0
1997;A;Simy;Salernitana;17;5,5;5,74;1;0;0;0;0;0;1;0;0;0
2284;A;Caicedo;Inter;9;6;6,5;1;0;0;0;0;0;2;1;0;0
2323;A;Nani;Venezia;6;5,67;5,75;0;0;0;0;0;0;1;1;0;0
2832;A;Boga;Atalanta;26;5,81;5,88;0;0;0;0;0;0;2;0;0;0
4507;A;Tutino;Napoli;0;0;0;0;0;0;0;0;0;0;0;0;0
5714;A;Gondo;Salernitana;14;5,86;6,04;1;0;0;0;0;0;0;1;0;0
5796;A;Supryaga;Sampdoria;1;5,5;5,5;0;0;0;0;0;0;0;0;0;0
5801;A;Mousset;Salernitana;4;5,5;5,5;0;0;0;0;0;0;1;2;0;0
475;A;Iago Falque;Torino;0;0;0;0;0;0;0;0;0;0;0;0;0
1943;A;Nestorovski;Udinese;4;6;6,75;1;0;0;0;0;0;0;1;0;0
2762;A;Kouame';Fiorentina;0;0;0;0;0;0;0;0;0;0;0;0;0
5004;A;Forestieri;Udinese;3;6,83;9;2;0;0;0;0;0;1;1;0;0
5496;A;Johnsen;Venezia;25;5,84;6;1;0;0;0;0;0;2;2;0;0
5807;A;Jovane;Lazio;3;5,83;6,83;1;0;0;0;0;0;0;0;0;0
245;A;Pandev;Genoa;19;5,71;5,74;0;0;0;0;0;0;1;1;0;0
2103;A;Pellegri;Torino;10;5,95;6,2;1;0;0;0;0;0;0;1;0;0
4884;A;Carles Perez;Roma;14;5,96;6,18;1;0;0;0;0;0;1;2;0;0
