Quotazioni Fantacalcio Stagione 2022 23;;;;;;;;;;;;
Id;R;RM;Nome;Squadra;Qt.A;Qt.I;Diff.;Qt.A M;Qt.I M;Diff.M;FVM;FVM M
5688;C;"M;C";Harroui;Sassuolo;6;2;4;6;2;4;6;6
5857;C;M;Pickel;Cremonese;6;4;2;6;4;2;10;10
27;C;"M;C";Grassi;Empoli;5;6;-1;5;7;-2;8;9
148;C;"C;T";Krunic;Milan;5;7;-2;4;6;-2;15;15
526;C;"M;C";Duncan;Fiorentina;5;7;-2;5;7;-2;6;6
2011;C;"M;C";Miguel Veloso;Verona;5;6;-1;5;6;-1;12;12
2391;C;"M;C";Ekdal;Spezia;5;7;-2;5;7;-2;9;10
2789;C;"M;C";Meite';Cremonese;5;7;-2;5;8;-3;10;11
4349;C;"M;C";Nicolussi Caviglia;Salernitana;5;3;2;5;3;2;6;6
4393;C;"M;C";Schouten;Bologna;5;8;-3;5;9;-4;13;14
4498;C;"C;T";Henderson L.;Empoli;5;8;-3;5;8;-3;8;8
5007;C;"C;T";Ilic;Verona;5;13;-8;5;13;-8;20;20
5510;C;"W;A";Romero L.;Lazio;5;2;3;5;2;3;5;5
5674;C;C;Basic;Lazio;5;5;0;5;4;1;7;6
5788;C;"T;A";Sabiri;Sampdoria;5;15;-10;5;15;-10;15;14
5812;C;"E;M";Terracciano F.;Verona;5;1;4;5;1;4;5;5
6054;C;"M;C";Moro N.;Bologna;5;5;0;5;6;-1;6;7
6061;C;"W;A";Oudin;Lecce;5;5;0;5;5;0;5;4
21;C;"E;W";D'alessandro;Monza;4;1;3;4;2;2;6;6
238;C;M;Rincon;Sampdoria;4;6;-2;4;6;-2;10;10
600;C;"C;T";Verre;Sampdoria;4;7;-3;4;7;-3;4;4
2334;C;W;Leris;Sampdoria;4;3;1;4;3;1;6;6
2855;C;"M;C";Vieira;Sampdoria;4;4;0;4;4;0;7;7
4408;C;"M;C";Esposito Sa.;Spezia;4;5;-1;6;6;0;10;11
4681;C;"M;C";Lopez M.;Sassuolo;4;9;-5;4;10;-6;17;19
4892;C;W;Saelemaekers;Milan;4;8;-4;4;8;-4;12;11
4988;C;"C;T";Maggiore;Salernitana;4;10;-6;4;10;-6;17;17
5286;C;"M;C";Akpa Akpro;Empoli;4;2;2;4;3;1;3;4
5397;C;"C;T";Kovalenko;Spezia;4;7;-3;4;7;-3;8;8
5457;C;C;Maleh;Lecce;4;3;1;4;3;1;6;6
5719;C;"M;C";Asllani;Inter;4;8;-4;4;8;-4;9;10
5776;C;"W;A";Ceide;Sassuolo;4;2;2;4;2;2;10;10
5863;C;"M;C";Castagnetti;Cremonese;4;4;0;4;5;-1;7;7
5886;C;"C;T";Bistrovic;Lecce;4;5;-1;4;5;-1;9;9
666;C;"C;T";Machin;Monza;3;4;-1;3;4;-1;2;2
801;C;"M;C";Gagliardini;Inter;3;8;-5;3;8;-5;6;7
2117;C;"C;T";Kastanos;Salernitana;3;5;-2;3;5;-2;4;4
2154;C;"W;T";Vignato;Bologna;3;3;0;3;3;0;9;9
4501;C;"M;C";Obiang;Sassuolo;3;2;1;3;2;1;2;2
4975;C;"M;C";Escalante;Cremonese;3;4;-1;3;4;-1;7;8
5511;C;"M;C";Matheus Henrique;Sassuolo;3;6;-3;3;7;-4;10;11
5516;C;"M;C";Bianco;Fiorentina;3;1;2;3;1;2;1;1
5610;C;"M;C";Vranckx;Milan;3;6;-3;4;7;-3;5;5
5798;C;"M;C";Bohinen;Salernitana;3;7;-4;3;7;-4;12;13
5834;C;"M;C";Marcos Antonio;Lazio;3;10;-7;3;11;-8;8;9
6019;C;"T;A";D'andrea;Sassuolo;3;1;2;3;1;2;9;9
6117;C;C;Tahirovic;Roma;3;1;2;3;1;2;3;3
1901;C;"M;C";Barberis;Monza;2;7;-5;2;7;-5;3;4
2274;C;"C;T";Valoti;Monza;2;5;-3;2;5;-3;7;7
4260;C;"M;C";Winks;Sampdoria;2;6;-4;3;7;-4;5;6
4364;C;"C;T";Gaetano;Napoli;2;4;-2;2;4;-2;2;2
4376;C;C;Zurkowski;Spezia;2;8;-6;2;8;-6;20;20
4377;C;"C;T";Castrovilli;Fiorentina;2;9;-7;2;9;-7;1;1
5423;C;C;Bove;Roma;2;1;1;2;1;1;1;1
5829;C;"C;T";Milanese;Cremonese;2;7;-5;2;7;-5;1;1
5947;C;C;Hrustic;Verona;2;4;-2;1;3;-2;8;8
6010;C;"C;T";Fazzini;Empoli;2;1;1;2;1;1;4;4
6024;C;"M;C";Sulemana I.;Verona;2;1;1;2;1;1;1;1
6112;C;"W;A";Iling-Junior;Juventus;2;1;1;2;1;1;4;4
173;C;"M;C";Capezzi;Salernitana;1;1;0;1;1;0;1;1
557;C;C;Benassi;Fiorentina;1;3;-2;1;3;-2;1;1
1851;C;E;Molina S.;Monza;1;4;-3;1;4;-3;3;4
2639;C;M;Bakayoko;Milan;1;2;-1;1;2;-1;1;1
2804;C;"M;C";Scozzarella;Monza;1;1;0;1;1;0;1;1
4725;C;M;Demme;Napoli;1;4;-3;1;4;-3;3;3
4921;C;C;Askildsen;Lecce;1;3;-2;1;3;-2;3;3
5420;C;"M;C";Darboe;Roma;1;1;0;1;1;0;1;1
5425;C;T;Urbanski;Bologna;1;1;0;1;1;0;1;1
5442;C;"M;C";Bertini;Lazio;1;1;0;1;1;0;1;1
5499;C;"M;C";Hongla;Verona;1;3;-2;1;3;-2;7;7
5517;C;M;Yepes;Sampdoria;1;3;-2;1;3;-2;1;1
5519;C;"M;C";Sher;Spezia;1;1;0;1;1;0;1;1
5789;C;T;Praszelik;Verona;1;1;0;1;1;0;2;2
5810;C;C;Trimboli;Sampdoria;1;1;0;1;1;0;1;1
5824;C;"T;A";Pafundi;Udinese;1;1;0;1;1;0;1;1
5868;C;"M;C";Bjorkengren;Lecce;1;1;0;1;1;0;1;1
5872;C;"C;T";Helgason;Lecce;1;1;0;1;1;0;3;3
5873;C;W;Listkowski;Lecce;1;1;0;1;1;0;2;2
5875;C;T;Adli;Milan;1;7;-6;2;6;-4;8;6
5879;C;"T;A";Vignato S.;Monza;1;1;0;1;1;0;1;1
5992;C;"C;T";Bondo;Monza;1;1;0;1;1;0;1;1
5996;C;"M;C";Samek;Lecce;1;1;0;1;1;0;1;1
5998;C;"W;A";Zerbin;Napoli;1;1;0;1;1;0;5;5
6005;C;"C;T";Ilkhan;Torino;1;3;-2;1;3;-2;4;4
6009;C;"M;C";Degli Innocenti;Empoli;1;1;0;1;1;0;1;1
6012;C;C;Acella;Cremonese;1;1;0;1;1;0;1;1
6020;C;"C;W";Ellertsson;Spezia;1;1;0;1;1;0;1;1
6057;C;C;Garbett;Torino;1;1;0;1;1;0;1;1
4661;A;Pc;Osimhen;Napoli;38;35;3;38;35;3;398;408
2764;A;Pc;Martinez L.;Inter;35;34;1;35;34;1;297;304
4510;A;A;Rafael Leao;Milan;35;31;4;35;31;4;291;291
785;A;Pc;Immobile;Lazio;34;42;-8;34;42;-8;390;398
309;A;A;Dybala;Roma;33;29;4;33;29;4;204;204
2841;A;Pc;Vlahovic;Juventus;32;40;-8;32;40;-8;340;350
4268;A;Pc;Arnautovic;Bologna;31;27;4;30;26;4;210;214
4730;A;"W;A";Lookman;Atalanta;29;13;16;31;15;16;110;118
5672;A;Pc;Dia;Salernitana;28;17;11;27;16;11;81;79
5336;A;Pc;Nzola;Spezia;27;14;13;27;13;14;54;51
5694;A;Pc;Beto;Udinese;27;24;3;27;24;3;111;111
647;A;Pc;Dzeko;Inter;26;16;10;26;15;11;85;75
4200;A;Pc;Giroud;Milan;26;28;-2;26;28;-2;205;209
2012;A;Pc;Milik;Juventus;25;21;4;25;20;5;130;130
2119;A;A;Deulofeu;Udinese;23;24;-1;23;24;-1;90;90
2544;A;Pc;Abraham;Roma;23;33;-10;23;33;-10;145;145
495;A;A;Correa;Inter;20;16;4;20;16;4;24;24
4517;A;A;Lozano;Napoli;20;18;2;20;18;2;50;50
2061;A;Pc;Simeone;Napoli;19;25;-6;19;25;-6;38;36
2489;A;A;Pedro;Lazio;19;19;0;19;19;0;48;48
2531;A;Pc;Lukaku;Inter;19;39;-20;19;39;-20;245;250
6060;A;A;Lauriente';Sassuolo;19;14;5;19;14;5;60;60
186;A;A;Rebic;Milan;18;14;4;18;14;4;36;36
5786;A;Pc;Cabral;Fiorentina;18;19;-1;18;18;0;48;43
505;A;Pc;Bonazzoli;Salernitana;17;14;3;17;14;3;25;25
531;A;A;Berardi;Sassuolo;17;35;-18;17;35;-18;190;190
2756;A;Pc;Piatek;Salernitana;17;15;2;17;14;3;47;44
2762;A;A;Kouame';Fiorentina;17;9;8;17;9;8;39;39
479;A;Pc;Sanabria;Torino;16;21;-5;16;21;-5;45;41
608;A;Pc;Zapata D.;Atalanta;16;32;-16;16;32;-16;148;158
5836;A;Pc;Ceesay;Lecce;16;10;6;16;10;6;30;26
6052;A;Pc;Hojlund;Atalanta;16;8;8;16;7;9;28;24
1958;A;A;Caprari;Monza;15;26;-11;15;26;-11;41;41
2097;A;Pc;Kean;Juventus;15;15;0;15;14;1;15;15
2038;A;Pc;Pinamonti;Sassuolo;14;23;-9;14;23;-9;79;79
2382;A;A;Di Maria;Juventus;14;26;-12;14;26;-12;53;53
4179;A;A;Gonzalez N.;Fiorentina;14;20;-6;14;20;-6;34;34
5882;A;Pc;Mota;Monza;14;10;4;14;10;4;18;15
6026;A;Pc;Dessers;Cremonese;14;17;-3;14;16;-2;38;36
507;A;Pc;Muriel;Atalanta;13;26;-13;13;26;-13;82;82
4923;A;Pc;Colombo;Lecce;13;7;6;13;6;7;20;18
5845;A;Pc;Alvarez A.;Sassuolo;13;14;-1;13;13;0;18;17
2438;A;Pc;Jovic;Fiorentina;12;24;-12;12;24;-12;89;89
2719;A;A;Barrow;Bologna;12;17;-5;12;17;-5;30;30
2819;A;Pc;Caputo;Empoli;12;21;-9;12;21;-9;30;30
5515;A;A;Okereke;Cremonese;12;13;-1;12;13;-1;32;32
6001;A;A;Banda;Lecce;12;5;7;12;5;7;18;18
383;A;Pc;Petagna;Monza;11;15;-4;10;14;-4;34;31
1857;A;A;Di Francesco F.;Lecce;11;12;-1;11;12;-1;15;15
2466;A;Pc;Origi;Milan;11;17;-6;11;17;-6;28;25
5292;A;Pc;Lammers;Sampdoria;11;15;-4;11;14;-3;22;18
5529;A;Pc;Henry;Verona;11;18;-7;11;16;-5;33;31
5676;A;A;Success;Udinese;11;13;-2;11;13;-2;28;28
212;A;Pc;Ciofani D.;Cremonese;10;1;9;10;1;9;5;5
407;A;A;Gabbiadini;Sampdoria;10;15;-5;10;15;-5;28;24
2832;A;"W;A";Boga;Atalanta;10;13;-3;10;15;-5;11;11
4436;A;A;Cambiaghi;Empoli;10;6;4;10;6;4;7;7
5460;A;Pc;Satriano;Empoli;10;14;-4;10;13;-3;16;13
5471;A;Pc;Djuric;Verona;10;11;-1;10;10;0;6;4
1943;A;Pc;Nestorovski;Udinese;9;11;-2;8;10;-2;8;8
5439;A;A;Kallon;Verona;9;2;7;9;2;7;5;5
5842;A;Pc;Botheim;Salernitana;9;13;-4;9;12;-3;13;11
5881;A;Pc;Gytkjaer;Monza;9;4;5;9;4;5;13;13
6119;A;A;Solbakken;Roma;9;10;-1;9;10;-1;18;18
90;A;Pc;Lasagna;Verona;8;11;-3;8;10;-2;12;10
2103;A;Pc;Pellegri;Torino;8;12;-4;8;11;-3;15;12
4371;A;A;Raspadori;Napoli;8;20;-12;8;20;-12;63;63
5086;A;Pc;Zirkzee;Bologna;8;7;1;8;7;1;12;12
215;A;A;Verde;Spezia;7;18;-11;7;18;-11;27;27
441;A;Pc;Belotti;Roma;7;16;-9;7;15;-8;20;17
5864;A;A;Buonaiuto;Cremonese;7;7;0;7;7;0;8;8
472;A;Pc;Destro;Empoli;6;18;-12;5;16;-11;27;21
537;A;A;Sansone;Bologna;5;6;-1;5;6;-1;8;8
1998;A;A;Pjaca;Empoli;5;9;-4;5;9;-4;8;8
2842;A;"W;A";Zanimacchia;Cremonese;5;9;-4;5;10;-5;9;11
5690;A;Pc;Strelec;Spezia;5;6;-1;4;5;-1;7;6
568;A;Pc;Quagliarella;Sampdoria;4;10;-6;4;10;-6;14;12
4359;A;Pc;Piccoli;Verona;4;13;-9;4;12;-8;8;7
5673;A;A;Antiste;Sassuolo;4;3;1;4;3;1;8;8
5806;A;"W;A";Seck;Torino;4;3;1;4;3;1;6;7
5854;A;Pc;Tsadjout;Cremonese;4;8;-4;4;7;-3;5;4
2530;A;Pc;Ibrahimovic;Milan;3;13;-10;3;13;-10;15;15
5311;A;Pc;Shomurodov;Roma;3;12;-9;3;11;-8;9;7
5500;A;A;Cancellieri;Lazio;3;7;-4;3;7;-4;8;8
5728;A;A;Afena-Gyan;Cremonese;3;8;-5;3;8;-5;10;10
5734;A;A;Soule';Juventus;3;1;2;3;1;2;1;1
643;A;A;Defrel;Sassuolo;2;8;-6;2;8;-6;4;4
2325;A;A;Karamoh;Torino;2;4;-2;2;4;-2;3;3
2826;A;"W;A";Pussetto;Sampdoria;2;5;-3;3;6;-3;7;8
5837;A;Pc;Voelkerling Persson;Lecce;2;1;1;2;1;1;1;1
6113;A;Pc;Montevago;Sampdoria;2;1;1;2;1;1;2;2
1839;A;"W;A";Edera;Torino;1;2;-1;1;2;-1;1;1
5378;A;A;Oddei;Sassuolo;1;1;0;1;1;0;1;1
5395;A;"W;A";Braaf;Verona;1;1;0;2;2;0;2;4
5436;A;Pc;Raimondo;Bologna;1;1;0;1;1;0;1;1
5472;A;Pc;Kristoffersen;Salernitana;1;1;0;1;1;0;1;1
5505;A;Pc;Kaio Jorge;Juventus;1;1;0;1;1;0;1;1
5512;A;Pc;De Luca;Sampdoria;1;4;-3;1;4;-3;3;3
5785;A;Pc;Lazetic;Milan;1;1;0;1;1;0;1;1
5843;A;A;Valencia D.;Salernitana;1;2;-1;1;2;-1;3;3
5874;A;A;Rodriguez P.;Lecce;1;2;-1;1;2;-1;1;1
